productName|link|logo|productId|ranking|company_name|annualFee|badges1|badges2|badges3|badges4|balanceTransfer|bankName|cardProvider|cardType|currency|hasAirMiles|hasCashBack|hasPetrolRewards|hasPoints|interestRate|keyBenefit1|keyBenefit2|keyBenefit3|logoAltText|lowInterestThreshold|minMonthlyIncome|premium|cashBackRewardsRetail|cashBackRewardsSpecial|cashBackRewardsHotels|milesRewardsEnrichMiles|pointRewardsRetail|language|hasOctopus|hasPromotion|promoText|promoExpiry||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
萬事達白金卡萬事達白金卡萬事達白金卡萬事達白金卡萬事達白金卡萬事達白金卡萬事達白金卡萬事達白金卡萬事達白金卡萬事達白金卡萬事達白金卡萬事達白金卡萬事達白金卡萬事達白金卡萬事達白金卡萬事達白金卡萬事達白金卡萬事達白金卡|http://www.icbcasia.com/big5/etool/forms/AppFormICBC.pdf|icbc-platinum-mastercard.jpg||1|32|0|||||0|工銀亞洲|MasterCard|personal|HKD|FALSE|TRUE|FALSE|TRUE|31.89|豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費|充裕信用額|萬事達卡24小時私人禮賓服務萬事達卡24小時私人禮賓服務萬事達卡24小時私人禮賓服務萬事達卡24小時私人禮賓服務萬事達卡24小時私人禮賓服務萬事達卡24小時私人禮賓服務萬事達卡24小時私人禮賓服務萬事達卡24小時私人禮賓服務萬事達卡24小時私人禮賓服務萬事達卡24小時私人禮賓服務萬事達卡24小時私人禮賓服務萬事達卡24小時私人禮賓服務萬事達卡24小時私人禮賓服務萬事達卡24小時私人禮賓服務萬事達卡24小時私人禮賓服務萬事達卡24小時私人禮賓服務萬事達卡24小時私人禮賓服務萬事達卡24小時私人禮賓服務|工銀亞洲 MasterCard 萬事達白金卡萬事達白金卡萬事達白金卡萬事達白金卡萬事達白金卡萬事達白金卡萬事達白金卡萬事達白金卡萬事達白金卡萬事達白金卡萬事達白金卡萬事達白金卡萬事達白金卡萬事達白金卡萬事達白金卡萬事達白金卡萬事達白金卡萬事達白金卡|32|250000|FALSE|0.5||Yes|0|每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分|zh|TRUE|TRUE|HK$300信用卡免找數簽賬額或免息免手續費「0用錢」現金兌現或4000公里「鳳凰知音」飛行里數HK$300信用卡免找數簽賬額或免息免手續費「0用錢」現金兌現或4000公里|31/12/2013||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Xplore Visa Classic Card|http://www.icbcasia.com/big5/etool/forms/AppFormICBC.pdf|icbc-xplore-visa.jpg||1|21|0|||||0|ICBC Asia|Visa|personal|HKD|FALSE|TRUE|FALSE|TRUE|31.89|First 3 years annual fees waived|ICBC Verified by Visa Services for secured online purchases||ICBC Asia Visa Xplore Visa Classic Card|32|250000|FALSE|0.5||Yes|0|1 HK$ spend=1 Bonus Point|en|TRUE|TRUE|HK$300 free credit or 0% interest-free cash installment or Air China PhoenixMiles 4000 mileages|31/12/2013||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Xplore Visa 普通卡Xplore Visa 普通卡Xplore Visa 普通卡Xplore Visa 普通卡Xplore Visa 普通卡Xplore Visa 普通卡Xplore Visa 普通卡Xplore Visa 普通卡Xplore Visa 普通卡Xplore Visa 普通卡Xplore Visa 普通卡Xplore Visa 普通卡Xplore Visa 普通卡Xplore Visa 普通卡Xplore Visa 普通卡Xplore Visa 普通卡Xplore Visa 普通卡Xplore Visa 普通卡|http://www.icbcasia.com/big5/etool/forms/AppFormICBC.pdf|icbc-xplore-visa.jpg||1|32|0|||||0|工銀亞洲|Visa|personal|HKD|FALSE|TRUE|FALSE|TRUE|31.89|豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費|ICBC「Visa 驗證」服務讓您享用安全的網上購物ICBC「Visa 驗證」服務讓您享用安全的網上購物ICBC「Visa 驗證」服務讓您享用安全的網上購物ICBC「Visa 驗證」服務讓您享用安全的網上購物ICBC「Visa 驗證」服務讓您享用安全的網上購物ICBC「Visa 驗證」服務讓您享用安全的網上購物ICBC「Visa 驗證」服務讓您享用安全的網上購物ICBC「Visa 驗證」服務讓您享用安全的網上購物ICBC「Visa 驗證」服務讓您享用安全的網上購物ICBC「Visa 驗證」服務讓您享用安全的網上購物ICBC「Visa 驗證」服務讓您享用安全的網上購物ICBC「Visa 驗證」服務讓您享用安全的網上購物ICBC「Visa 驗證」服務讓您享用安全的網上購物ICBC「Visa 驗證」服務讓您享用安全的網上購物ICBC「Visa 驗證」服務讓您享用安全的網上購物ICBC「Visa 驗證」服務讓您享用安全的網上購物ICBC「Visa 驗證」服務讓您享用安全的網上購物ICBC「Visa 驗證」服務讓您享用安全的網上購物||工銀亞洲 Visa Xplore Visa 普通卡Xplore Visa 普通卡Xplore Visa 普通卡Xplore Visa 普通卡Xplore Visa 普通卡Xplore Visa 普通卡Xplore Visa 普通卡Xplore Visa 普通卡Xplore Visa 普通卡Xplore Visa 普通卡Xplore Visa 普通卡Xplore Visa 普通卡Xplore Visa 普通卡Xplore Visa 普通卡Xplore Visa 普通卡Xplore Visa 普通卡Xplore Visa 普通卡Xplore Visa 普通卡|32|250000|FALSE|0.5||Yes|0|每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分|zh|TRUE|TRUE|HK$300信用卡免找數簽賬額或免息免手續費「0用錢」現金兌現或4000公里「鳳凰知音」飛行里數HK$300信用卡免找數簽賬額或免息免手續費「0用錢」現金兌現或4000公里|31/12/2013||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Xplore Visa Gold Card|http://www.icbcasia.com/big5/etool/forms/AppFormICBC.pdf|icbc-xplore-visa-goldcard.jpg||1|21|0|||||0|ICBC Asia|Visa|personal|HKD|FALSE|TRUE|FALSE|TRUE|31.89|First 3 years annual fees waived|ICBC Verified by Visa Services for secured online purchases|Visa 24-hour Concierge Services|ICBC Asia Visa Xplore Visa Gold Card|32|250000|FALSE|0.5||Yes|0|1 HK$ spend=1 Bonus Point|en|TRUE|TRUE|HK$300 free credit or 0% interest-free cash installment or Air China PhoenixMiles 4000 mileages|31/12/2013||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Xplore Visa 金卡Xplore Visa 金卡Xplore Visa 金卡Xplore Visa 金卡Xplore Visa 金卡Xplore Visa 金卡Xplore Visa 金卡Xplore Visa 金卡Xplore Visa 金卡Xplore Visa 金卡Xplore Visa 金卡Xplore Visa 金卡Xplore Visa 金卡Xplore Visa 金卡Xplore Visa 金卡Xplore Visa 金卡Xplore Visa 金卡Xplore Visa 金卡|http://www.icbcasia.com/big5/etool/forms/AppFormICBC.pdf|icbc-xplore-visa-goldcard.jpg||1|32|0|||||0|工銀亞洲|Visa|personal|HKD|FALSE|TRUE|FALSE|TRUE|31.89|豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費|ICBC「Visa 驗證」服務讓您享用安全的網上購物ICBC「Visa 驗證」服務讓您享用安全的網上購物ICBC「Visa 驗證」服務讓您享用安全的網上購物ICBC「Visa 驗證」服務讓您享用安全的網上購物ICBC「Visa 驗證」服務讓您享用安全的網上購物ICBC「Visa 驗證」服務讓您享用安全的網上購物ICBC「Visa 驗證」服務讓您享用安全的網上購物ICBC「Visa 驗證」服務讓您享用安全的網上購物ICBC「Visa 驗證」服務讓您享用安全的網上購物ICBC「Visa 驗證」服務讓您享用安全的網上購物ICBC「Visa 驗證」服務讓您享用安全的網上購物ICBC「Visa 驗證」服務讓您享用安全的網上購物ICBC「Visa 驗證」服務讓您享用安全的網上購物ICBC「Visa 驗證」服務讓您享用安全的網上購物ICBC「Visa 驗證」服務讓您享用安全的網上購物ICBC「Visa 驗證」服務讓您享用安全的網上購物ICBC「Visa 驗證」服務讓您享用安全的網上購物ICBC「Visa 驗證」服務讓您享用安全的網上購物|Visa 24小時私人禮賓服務Visa 24小時私人禮賓服務Visa 24小時私人禮賓服務Visa 24小時私人禮賓服務Visa 24小時私人禮賓服務Visa 24小時私人禮賓服務Visa 24小時私人禮賓服務Visa 24小時私人禮賓服務Visa 24小時私人禮賓服務Visa 24小時私人禮賓服務Visa 24小時私人禮賓服務Visa 24小時私人禮賓服務Visa 24小時私人禮賓服務Visa 24小時私人禮賓服務Visa 24小時私人禮賓服務Visa 24小時私人禮賓服務Visa 24小時私人禮賓服務Visa 24小時私人禮賓服務|工銀亞洲 Visa Xplore Visa 金卡Xplore Visa 金卡Xplore Visa 金卡Xplore Visa 金卡Xplore Visa 金卡Xplore Visa 金卡Xplore Visa 金卡Xplore Visa 金卡Xplore Visa 金卡Xplore Visa 金卡Xplore Visa 金卡Xplore Visa 金卡Xplore Visa 金卡Xplore Visa 金卡Xplore Visa 金卡Xplore Visa 金卡Xplore Visa 金卡Xplore Visa 金卡|32|250000|FALSE|0.5||Yes|0|每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分|zh|TRUE|TRUE|HK$300信用卡免找數簽賬額或免息免手續費「0用錢」現金兌現或4000公里|「鳳凰知音」飛行里數HK$300信用卡免找數簽賬額或免息免手續費「0用錢」現金兌現或4000公里|31/12/2013|||1||0|||||0|ICBC Asia||||||||31.89|||||32|250000||0.5|||0|||||||||||||||||||||||||||||||||||||
Xplore Visa Platinum Card|http://www.icbcasia.com/big5/etool/forms/AppFormICBC.pdf|icbc-xplore-visa-platinum-card.jpg||1|21|0|||||0|ICBC Asia|Visa|personal|HKD|FALSE|TRUE|FALSE|TRUE|31.89|First 3 years annual fees waived|ICBC Verified by Visa Services for secured online purchases|Visa 24-hour Concierge Services|ICBC Asia Visa Xplore Visa Platinum Card|32|250000|FALSE|0.5||Yes|0|1 HK$ spend=1 Bonus Point|en|TRUE|TRUE|HK$300 free credit or 0% interest-free cash installment or Air China PhoenixMiles 4000 mileages|31/12/2013||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Xplore Visa 白金卡Xplore Visa 白金卡Xplore Visa 白金卡Xplore Visa 白金卡Xplore Visa 白金卡Xplore Visa 白金卡Xplore Visa 白金卡Xplore Visa 白金卡Xplore Visa 白金卡Xplore Visa 白金卡Xplore Visa 白金卡Xplore Visa 白金卡Xplore Visa 白金卡Xplore Visa 白金卡Xplore Visa 白金卡Xplore Visa 白金卡Xplore Visa 白金卡|http://www.icbcasia.com/big5/etool/forms/AppFormICBC.pdf|icbc-xplore-visa-platinum-card.jpg||1|32|0|||||0|工銀亞洲|Visa|personal|HKD|FALSE|TRUE|FALSE|TRUE|31.89|豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費|ICBC「Visa 驗證」服務讓您享用安全的網上購物ICBC「Visa 驗證」服務讓您享用安全的網上購物ICBC「Visa 驗證」服務讓您享用安全的網上購物ICBC「Visa 驗證」服務讓您享用安全的網上購物ICBC「Visa 驗證」服務讓您享用安全的網上購物ICBC「Visa 驗證」服務讓您享用安全的網上購物ICBC「Visa 驗證」服務讓您享用安全的網上購物ICBC「Visa 驗證」服務讓您享用安全的網上購物ICBC「Visa 驗證」服務讓您享用安全的網上購物ICBC「Visa 驗證」服務讓您享用安全的網上購物ICBC「Visa 驗證」服務讓您享用安全的網上購物ICBC「Visa 驗證」服務讓您享用安全的網上購物ICBC「Visa 驗證」服務讓您享用安全的網上購物ICBC「Visa 驗證」服務讓您享用安全的網上購物ICBC「Visa 驗證」服務讓您享用安全的網上購物ICBC「Visa 驗證」服務讓您享用安全的網上購物ICBC「Visa 驗證」服務讓您享用安全的網上購物|Visa 24小時私人禮賓服務Visa 24小時私人禮賓服務Visa 24小時私人禮賓服務Visa 24小時私人禮賓服務Visa 24小時私人禮賓服務Visa 24小時私人禮賓服務Visa 24小時私人禮賓服務Visa 24小時私人禮賓服務Visa 24小時私人禮賓服務Visa 24小時私人禮賓服務Visa 24小時私人禮賓服務Visa 24小時私人禮賓服務Visa 24小時私人禮賓服務Visa 24小時私人禮賓服務Visa 24小時私人禮賓服務Visa 24小時私人禮賓服務Visa 24小時私人禮賓服務|工銀亞洲 Visa Xplore Visa 白金卡Xplore Visa 白金卡Xplore Visa 白金卡Xplore Visa 白金卡Xplore Visa 白金卡Xplore Visa 白金卡Xplore Visa 白金卡Xplore Visa 白金卡Xplore Visa 白金卡Xplore Visa 白金卡Xplore Visa 白金卡Xplore Visa 白金卡Xplore Visa 白金卡Xplore Visa 白金卡Xplore Visa 白金卡Xplore Visa 白金卡Xplore Visa 白金卡|32|250000|FALSE|0.5||Yes|0|每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分每HK$1簽賬可賺取1積分|zh|TRUE|TRUE|HK$300信用卡免找數簽賬額或免息免手續費「0用錢」現金兌現或4000公里「鳳凰知音」飛行里數HK$300信用卡免找數簽賬額或免息免手續費「0用錢」現金兌現或4000公里|31/12/2013||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Global Travel Platinum MasterCard|http://www.icbcasia.com/big5/etool/forms/GlobalTravelCardeform.pdf|icbc-global-travel-platinum-mastercard.jpg||1|21|0|||||0|ICBC Asia|MasterCard|personal|HKD|TRUE|TRUE|FALSE|FALSE|31.89|First 3 years annual fees waived|Worldwide Privileges and Comprehensive Global Travel Insurance||ICBC Asia MasterCard Global Travel Platinum MasterCard|32|250000|FALSE|0.5||Yes|6||en|TRUE|TRUE|HK$300 free credit or 0% interest-free cash installment or Air China PhoenixMiles 4000 mileages|31/12/2013||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
環球旅行萬事達白金卡|http://www.icbcasia.com/big5/etool/forms/GlobalTravelCardeform.pdf|icbc-global-travel-platinum-mastercard.jpg||1|32|0|||||0|工銀亞洲|MasterCard|personal|HKD|TRUE|TRUE|FALSE|FALSE|31.89|豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費豁免首3年年費|盡享環球禮遇及全面旅程保障||工銀亞洲 MasterCard 環球旅行萬事達白金卡|32|250000|FALSE|0.5||Yes|6||zh|TRUE|TRUE|HK$300信用卡免找數簽賬額或免息免手續費「0用錢」現金兌現或4000公里「鳳凰知音」飛行里數HK$300信用卡免找數簽賬額或免息免手續費「0用錢」現金兌現或4000公里|31/12/2013||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Platinum MasterCard|https://bank.hangseng.com/1/2/personal/cards/online-applications/credit-cards|hang-seng-platinum-mastercard.jpg||1|19|0|||||0|Hang Seng Bank|MasterCard|personal|HKD|FALSE|FALSE|FALSE|TRUE|32.99|Perpetual Annual Fee Waiver Privileges|Personal Concierge Service Personal Concierge Service |Discount at HK$0.9/litre and 2x Cash Dollars at Caltex with Techron®|Hang Seng Bank MasterCard Platinum MasterCard|32|48000|FALSE|0||Yes|0|250 HK$ spend=1 Cash Dollar|en|TRUE|TRUE|Welcome Offer of Interest free cash installment plan up to HK$60000 with handling fee waiver 3-year Annual Fee Waiver Up to HK$800 cash rebate |24/12/2013||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
白金萬事達卡|https://bank.hangseng.com/1/2/chi/personal/cards/online-applications/credit-cards|hang-seng-platinum-mastercard.jpg||1|34|0|||||0|恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行|MasterCard|personal|HKD|FALSE|FALSE|FALSE|TRUE|32.99|永久免年費優惠永久免年費優惠永久免年費優惠永久免年費優惠永久免年費優惠永久免年費優惠永久免年費優惠永久免年費優惠永久免年費優惠永久免年費優惠永久免年費優惠永久免年費優惠永久免年費優惠永久免年費優惠永久免年費優惠永久免年費優惠永久免年費優惠|私人禮賓服務私人禮賓服務私人禮賓服務私人禮賓服務私人禮賓服務私人禮賓服務私人禮賓服務私人禮賓服務私人禮賓服務私人禮賓服務私人禮賓服務私人禮賓服務私人禮賓服務私人禮賓服務私人禮賓服務私人禮賓服務私人禮賓服務|加德士特配Techron® 汽油折扣每公升HK$0.9及2x Cash Dollars |恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行 MasterCard 白金萬事達卡|32|48000|FALSE|0||Yes|0|每HK$250簽賬可賺取1Cash Dollar每HK$250簽賬可賺取1Cash Dollar每HK$250簽賬可賺取1Cash Dollar每HK$250簽賬可賺取1Cash Dollar每HK$250簽賬可賺取1Cash Dollar每HK$250簽賬可賺取1Cash Dollar每HK$250簽賬可賺取1Cash Dollar每HK$250簽賬可賺取1Cash Dollar每HK$250簽賬可賺取1Cash Dollar每HK$250簽賬可賺取1Cash Dollar每HK$250簽賬可賺取1Cash Dollar每HK$250簽賬可賺取1Cash Dollar每HK$250簽賬可賺取1Cash Dollar每HK$250簽賬可賺取1Cash Dollar每HK$250簽賬可賺取1Cash Dollar每HK$250簽賬可賺取1Cash Dollar每HK$250簽賬可賺取1Cash Dollar|zh|TRUE|TRUE|高達HK$60000之現金分期完全免息手續費永久免年費高達HK$800 Cash Dollars獎賞|24/12/2013||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
enJoy Visa Card|https://bank.hangseng.com/1/2/personal/cards/online-applications/credit-cards|hang-seng-enjoy-visa-card.jpg||1|19|0|||||0|Hang Seng Bank|Visa|personal|HKD|FALSE|FALSE|FALSE|TRUE|32.99|Wide Visa payWave Merchant Network|Exclusive year-round discount offers at over 2100 merchant outlets|Extra 50$ Cash Dollar through online application|Hang Seng Bank Visa enJoy Visa Card|32|48000|FALSE|0||Yes|0|2X enJoy Dollars |en|TRUE|TRUE|Welcome Offer of HK$3300 designed merchant coupon + Up to $500 enJoy Dollars|24/12/2013||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
enJoy Visa 卡enJoy Visa 卡enJoy Visa 卡enJoy Visa 卡enJoy Visa 卡enJoy Visa 卡enJoy Visa 卡enJoy Visa 卡enJoy Visa 卡enJoy Visa 卡enJoy Visa 卡enJoy Visa 卡enJoy Visa 卡enJoy Visa 卡enJoy Visa 卡enJoy Visa 卡enJoy Visa 卡|https://bank.hangseng.com/1/2/chi/personal/cards/online-applications/credit-cards|hang-seng-enjoy-visa-card.jpg||1|34|0|||||0|恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行|Visa|personal|HKD|FALSE|FALSE|FALSE|TRUE|32.99|龐大Visa payWave 商戶網絡|超過2100 間商舖均可獨享全年折扣優惠|網上成功申請額外獲贈50港幣Cash Dollar網上成功申請額外獲贈50港幣Cash Dollar網上成功申請額外獲贈50港幣Cash Dollar網上成功申請額外獲贈50港幣Cash Dollar網上成功申請額外獲贈50港幣Cash Dollar網上成功申請額外獲贈50港幣Cash Dollar網上成功申請額外獲贈50港幣Cash Dollar網上成功申請額外獲贈50港幣Cash Dollar網上成功申請額外獲贈50港幣Cash Dollar網上成功申請額外獲贈50港幣Cash Dollar網上成功申請額外獲贈50港幣Cash Dollar網上成功申請額外獲贈50港幣Cash Dollar網上成功申請額外獲贈50港幣Cash Dollar網上成功申請額外獲贈50港幣Cash Dollar網上成功申請額外獲贈50港幣Cash Dollar網上成功申請額外獲贈50港幣Cash Dollar網上成功申請額外獲贈50港幣Cash Dollar|恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行 Visa enJoy Visa 卡enJoy Visa 卡enJoy Visa 卡enJoy Visa 卡enJoy Visa 卡enJoy Visa 卡enJoy Visa 卡enJoy Visa 卡enJoy Visa 卡enJoy Visa 卡enJoy Visa 卡enJoy Visa 卡enJoy Visa 卡enJoy Visa 卡enJoy Visa 卡enJoy Visa 卡enJoy Visa 卡|32|48000|FALSE|0||Yes|0|賺取2x enJoy Dollars賺取2x enJoy Dollars賺取2x enJoy Dollars賺取2x enJoy Dollars賺取2x enJoy Dollars賺取2x enJoy Dollars賺取2x enJoy Dollars賺取2x enJoy Dollars賺取2x enJoy Dollars賺取2x enJoy Dollars賺取2x enJoy Dollars賺取2x enJoy Dollars賺取2x enJoy Dollars賺取2x enJoy Dollars賺取2x enJoy Dollars賺取2x enJoy Dollars賺取2x enJoy Dollars|zh|TRUE|TRUE|HK$$3300特約商戶優惠劵高達$500 enJoy Dollars|24/12/2013||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
enJoy Visa Platinum Card|https://bank.hangseng.com/1/2/personal/cards/online-applications/credit-cards|hang-seng-enjoy-visa-platinum-card.jpg||1|19|0|||||0|Hang Seng Bank|Visa|personal|HKD|FALSE|FALSE|FALSE|TRUE|32.99|Up to 20% discount at the designated restaurants |Exclusive year-round discount offers at over 2100 merchant outlets|Discount at HK$0.9/litre and 2x Cash Dollars at Caltex with Techron®|Hang Seng Bank Visa enJoy Visa Platinum Card|32|48000|FALSE|0||Yes|0|2X enJoy Dollars |en|TRUE|TRUE|Welcome Offer of HK$3300 designed merchant coupon + Up to $500 enJoy Dollars|24/12/2013||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
enJoy Visa 白金卡enJoy Visa 白金卡enJoy Visa 白金卡enJoy Visa 白金卡enJoy Visa 白金卡enJoy Visa 白金卡enJoy Visa 白金卡enJoy Visa 白金卡enJoy Visa 白金卡enJoy Visa 白金卡enJoy Visa 白金卡enJoy Visa 白金卡enJoy Visa 白金卡enJoy Visa 白金卡enJoy Visa 白金卡enJoy Visa 白金卡enJoy Visa 白金卡|https://bank.hangseng.com/1/2/chi/personal/cards/online-applications/credit-cards|hang-seng-enjoy-visa-platinum-card.jpg||1|34|0|||||0|恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行|Visa|personal|HKD|FALSE|FALSE|FALSE|TRUE|32.99|於指定食府尊享低至8折優惠於指定食府尊享低至8折優惠於指定食府尊享低至8折優惠於指定食府尊享低至8折優惠於指定食府尊享低至8折優惠於指定食府尊享低至8折優惠於指定食府尊享低至8折優惠於指定食府尊享低至8折優惠於指定食府尊享低至8折優惠於指定食府尊享低至8折優惠於指定食府尊享低至8折優惠於指定食府尊享低至8折優惠於指定食府尊享低至8折優惠於指定食府尊享低至8折優惠於指定食府尊享低至8折優惠於指定食府尊享低至8折優惠於指定食府尊享低至8折優惠|超過4600 間商舖均可獨享全年折扣優惠|加德士特配Techron® 汽油折扣每公升HK$0.9及2x Cash Dollars |恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行恒生銀行 Visa enJoy Visa 白金卡enJoy Visa 白金卡enJoy Visa 白金卡enJoy Visa 白金卡enJoy Visa 白金卡enJoy Visa 白金卡enJoy Visa 白金卡enJoy Visa 白金卡enJoy Visa 白金卡enJoy Visa 白金卡enJoy Visa 白金卡enJoy Visa 白金卡enJoy Visa 白金卡enJoy Visa 白金卡enJoy Visa 白金卡enJoy Visa 白金卡enJoy Visa 白金卡|32|48000|FALSE|0||Yes|0|賺取2x enJoy Dollars賺取2x enJoy Dollars賺取2x enJoy Dollars賺取2x enJoy Dollars賺取2x enJoy Dollars賺取2x enJoy Dollars賺取2x enJoy Dollars賺取2x enJoy Dollars賺取2x enJoy Dollars賺取2x enJoy Dollars賺取2x enJoy Dollars賺取2x enJoy Dollars賺取2x enJoy Dollars賺取2x enJoy Dollars賺取2x enJoy Dollars賺取2x enJoy Dollars賺取2x enJoy Dollars|zh|TRUE|TRUE|HK$$3300特約商戶優惠劵高達$500 enJoy Dollars|24/12/2013||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
JAL Hang Seng Card|https://bank.hangseng.com/1/2/personal/cards/online-applications/credit-cards|hang-seng-jal-hang-seng-card.jpg||1|19|0|||||0|Hang Seng Bank|MasterCard|personal|HKD|TRUE|FALSE|FALSE|FALSE|32.99|Enjoy discounts for purchasing Japan air tickets and hotel pacakage|Up to 10% off at designated restaurants |Up to 10% discounts at designated Japanese restaurants|Hang Seng Bank MasterCard JAL Hang Seng Card|32|48000|FALSE|0||Yes|10||en|TRUE|TRUE|5000 JMB Miles + 3-year Annual Fee Waiver|31/12/2013||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
